0.097 -0.012 -0.031
1 2 3

1 2 3
1 2 3
1 2 3
0.097 -0.012 -0.031
1 2 3

1 2 3
1 2 3
1 2 3
0.097 -0.012 -0.032
1 2 3

1 2 3
1 2 3
1 2 3
0.097 -0.012 -0.032
1 2 3

1 2 3
1 2 3
1 2 3
0.097 -0.012 -0.033
1 2 3

1 2 3
1 2 3
1 2 3
0.097 -0.013 -0.033
1 2 3

1 2 3
1 2 3
1 2 3
0.098 -0.013 -0.033
1 2 3

1 2 3
1 2 3
1 2 3
0.098 -0.013 -0.034
1 2 3

1 2 3
1 2 3
1 2 3
0.098 -0.013 -0.034
1 2 3

1 2 3
1 2 3
1 2 3
