1 2 3
48.339 -3.100 14.632
1 2 3

1 2 3
1 2 3
1 2 3
48.366 -3.107 14.662
1 2 3

1 2 3
1 2 3
1 2 3
48.393 -3.114 14.692
1 2 3

1 2 3
1 2 3
1 2 3
48.419 -3.122 14.722
1 2 3

1 2 3
1 2 3
1 2 3
48.440 -3.129 14.751
1 2 3

1 2 3
1 2 3
1 2 3
48.465 -3.136 14.781
1 2 3

1 2 3
1 2 3
1 2 3
48.489 -3.143 14.809
1 2 3

1 2 3
1 2 3
1 2 3
48.513 -3.150 14.838
1 2 3

1 2 3
1 2 3
1 2 3
48.532 -3.156 14.866
1 2 3

1 2 3
1 2 3
1 2 3
48.551 -3.162 14.894
1 2 3

1 2 3
1 2 3
1 2 3
48.571 -3.169 14.921
1 2 3

1 2 3
1 2 3
1 2 3
48.589 -3.175 14.949
1 2 3

1 2 3
1 2 3
1 2 3
48.612 -3.181 14.975
1 2 3

1 2 3
1 2 3
1 2 3
48.634 -3.186 15.001
1 2 3

1 2 3
1 2 3
1 2 3
48.657 -3.193 15.027
1 2 3

1 2 3
1 2 3
1 2 3
48.678 -3.199 15.049
1 2 3

1 2 3
1 2 3
1 2 3
48.700 -3.206 15.070
1 2 3

1 2 3
1 2 3
1 2 3
48.721 -3.212 15.091
1 2 3

1 2 3
1 2 3
1 2 3
48.742 -3.217 15.115
1 2 3

1 2 3
1 2 3
1 2 3
48.762 -3.223 15.139
1 2 3

1 2 3
1 2 3
1 2 3
48.783 -3.229 15.163
1 2 3

1 2 3
1 2 3
1 2 3
48.803 -3.235 15.187
1 2 3

1 2 3
1 2 3
1 2 3
48.823 -3.241 15.207
1 2 3

1 2 3
1 2 3
1 2 3
48.843 -3.247 15.227
1 2 3

1 2 3
1 2 3
1 2 3
48.862 -3.253 15.252
1 2 3

1 2 3
1 2 3
1 2 3
48.880 -3.259 15.276
1 2 3

1 2 3
1 2 3
1 2 3
48.899 -3.264 15.300
1 2 3

1 2 3
1 2 3
1 2 3
48.917 -3.270 15.324
1 2 3

1 2 3
1 2 3
1 2 3
48.934 -3.276 15.344
1 2 3

1 2 3
1 2 3
1 2 3
48.952 -3.281 15.364
1 2 3

1 2 3
1 2 3
1 2 3
48.969 -3.287 15.384
1 2 3

1 2 3
1 2 3
1 2 3
48.987 -3.293 15.403
1 2 3

1 2 3
1 2 3
1 2 3
49.003 -3.298 15.423
1 2 3

1 2 3
1 2 3
1 2 3
49.020 -3.304 15.447
1 2 3

1 2 3
1 2 3
1 2 3
49.037 -3.309 15.469
1 2 3

1 2 3
1 2 3
1 2 3
49.054 -3.313 15.491
1 2 3

1 2 3
1 2 3
1 2 3
49.071 -3.318 15.513
1 2 3

1 2 3
1 2 3
1 2 3
49.087 -3.322 15.535
1 2 3

1 2 3
1 2 3
1 2 3
49.103 -3.327 15.556
1 2 3

1 2 3
1 2 3
1 2 3
49.120 -3.331 15.577
1 2 3

1 2 3
1 2 3
1 2 3
49.137 -3.335 15.594
1 2 3

1 2 3
1 2 3
1 2 3
49.154 -3.339 15.611
1 2 3

1 2 3
1 2 3
1 2 3
49.170 -3.344 15.628
1 2 3

1 2 3
1 2 3
1 2 3
49.187 -3.347 15.644
1 2 3

1 2 3
1 2 3
1 2 3
49.204 -3.351 15.664
1 2 3

1 2 3
1 2 3
1 2 3
49.221 -3.355 15.684
1 2 3

1 2 3
1 2 3
1 2 3
49.237 -3.358 15.702
1 2 3

1 2 3
1 2 3
1 2 3
49.253 -3.362 15.720
1 2 3

1 2 3
1 2 3
1 2 3
49.266 -3.364 15.738
1 2 3

1 2 3
1 2 3
1 2 3
49.278 -3.367 15.755
1 2 3

1 2 3
1 2 3
1 2 3
49.288 -3.370 15.772
1 2 3

1 2 3
1 2 3
1 2 3
49.298 -3.372 15.787
1 2 3

1 2 3
1 2 3
1 2 3
49.305 -3.374 15.800
1 2 3

1 2 3
1 2 3
1 2 3
49.312 -3.376 15.813
1 2 3

1 2 3
1 2 3
1 2 3
49.318 -3.377 15.824
1 2 3

1 2 3
1 2 3
1 2 3
49.321 -3.378 15.834
1 2 3

1 2 3
1 2 3
1 2 3
49.323 -3.379 15.842
1 2 3

1 2 3
1 2 3
1 2 3
49.324 -3.379 15.850
1 2 3

1 2 3
1 2 3
1 2 3
49.323 -3.378 15.856
1 2 3

1 2 3
1 2 3
1 2 3
49.321 -3.378 15.861
1 2 3

1 2 3
1 2 3
1 2 3
49.316 -3.377 15.866
1 2 3

1 2 3
1 2 3
1 2 3
49.307 -3.375 15.868
1 2 3

1 2 3
1 2 3
1 2 3
49.291 -3.372 15.870
1 2 3

1 2 3
1 2 3
1 2 3
49.268 -3.368 15.871
1 2 3

1 2 3
1 2 3
1 2 3
49.236 -3.363 15.871
1 2 3

1 2 3
1 2 3
1 2 3
49.195 -3.357 15.870
1 2 3

1 2 3
1 2 3
1 2 3
49.126 -3.350 15.868
1 2 3

1 2 3
1 2 3
1 2 3
49.023 -3.343 15.864
1 2 3

1 2 3
1 2 3
1 2 3
48.874 -3.333 15.858
1 2 3

1 2 3
1 2 3
1 2 3
48.721 -3.323 15.850
1 2 3

1 2 3
1 2 3
1 2 3
48.453 -3.311 15.841
1 2 3

1 2 3
1 2 3
1 2 3
48.064 -3.298 15.828
1 2 3

1 2 3
1 2 3
1 2 3
47.655 -3.284 15.814
1 2 3

1 2 3
1 2 3
1 2 3
47.284 -3.270 15.795
1 2 3

1 2 3
1 2 3
1 2 3
46.734 -3.255 15.772
1 2 3

1 2 3
1 2 3
1 2 3
46.228 -3.240 15.747
1 2 3

1 2 3
1 2 3
1 2 3
45.446 -3.226 15.718
1 2 3

1 2 3
1 2 3
1 2 3
44.480 -3.213 15.684
1 2 3

1 2 3
1 2 3
1 2 3
43.411 -3.199 15.644
1 2 3

1 2 3
1 2 3
1 2 3
42.305 -3.185 15.599
1 2 3

1 2 3
1 2 3
1 2 3
41.297 -3.171 15.549
1 2 3

1 2 3
1 2 3
1 2 3
40.252 -3.157 15.494
1 2 3

1 2 3
1 2 3
1 2 3
39.093 -3.141 15.430
1 2 3

1 2 3
1 2 3
1 2 3
38.065 -3.126 15.374
1 2 3

1 2 3
1 2 3
1 2 3
36.833 -3.111 15.315
1 2 3

1 2 3
1 2 3
1 2 3
35.651 -3.099 15.237
1 2 3

1 2 3
1 2 3
1 2 3
34.573 -3.086 15.154
1 2 3

1 2 3
1 2 3
1 2 3
33.561 -3.072 15.067
1 2 3

1 2 3
1 2 3
1 2 3
32.636 -3.059 14.982
1 2 3

1 2 3
1 2 3
1 2 3
31.841 -3.046 14.891
1 2 3

1 2 3
1 2 3
1 2 3
30.973 -3.032 14.799
1 2 3

1 2 3
1 2 3
1 2 3
30.241 -3.018 14.706
1 2 3

1 2 3
1 2 3
1 2 3
29.496 -3.005 14.611
1 2 3

1 2 3
1 2 3
1 2 3
28.825 -2.993 14.519
1 2 3

1 2 3
1 2 3
1 2 3
28.162 -2.979 14.447
1 2 3

1 2 3
1 2 3
1 2 3
27.551 -2.966 14.376
1 2 3

1 2 3
1 2 3
1 2 3
26.964 -2.953 14.304
1 2 3

1 2 3
1 2 3
1 2 3
26.457 -2.941 14.213
1 2 3

1 2 3
1 2 3
1 2 3
25.960 -2.929 14.147
1 2 3

1 2 3
1 2 3
1 2 3
25.475 -2.919 14.071
1 2 3

1 2 3
1 2 3
1 2 3
25.016 -2.908 13.991
1 2 3

1 2 3
1 2 3
1 2 3
24.602 -2.897 13.915
1 2 3

1 2 3
1 2 3
1 2 3
24.232 -2.886 13.840
1 2 3

1 2 3
1 2 3
1 2 3
23.944 -2.876 13.768
1 2 3

1 2 3
1 2 3
1 2 3
23.668 -2.865 13.698
1 2 3

1 2 3
1 2 3
1 2 3
23.405 -2.855 13.629
1 2 3

1 2 3
1 2 3
1 2 3
23.099 -2.845 13.560
1 2 3

1 2 3
1 2 3
1 2 3
22.804 -2.835 13.493
1 2 3

1 2 3
1 2 3
1 2 3
22.528 -2.825 13.425
1 2 3

1 2 3
1 2 3
1 2 3
22.294 -2.815 13.359
1 2 3

1 2 3
1 2 3
1 2 3
22.063 -2.806 13.295
1 2 3

1 2 3
1 2 3
1 2 3
21.850 -2.797 13.235
1 2 3

1 2 3
1 2 3
1 2 3
21.652 -2.788 13.173
1 2 3

1 2 3
1 2 3
1 2 3
21.458 -2.779 13.106
1 2 3

1 2 3
1 2 3
1 2 3
21.278 -2.769 13.037
1 2 3

1 2 3
1 2 3
1 2 3
21.106 -2.758 12.967
1 2 3

1 2 3
1 2 3
1 2 3
20.951 -2.747 12.899
1 2 3

1 2 3
1 2 3
1 2 3
20.810 -2.736 12.833
1 2 3

1 2 3
1 2 3
1 2 3
20.682 -2.725 12.783
1 2 3

1 2 3
1 2 3
1 2 3
20.560 -2.715 12.735
1 2 3

1 2 3
1 2 3
1 2 3
20.424 -2.705 12.678
1 2 3

1 2 3
1 2 3
1 2 3
20.300 -2.696 12.624
1 2 3

1 2 3
1 2 3
1 2 3
20.178 -2.687 12.569
1 2 3

1 2 3
1 2 3
1 2 3
20.068 -2.678 12.514
1 2 3

1 2 3
1 2 3
1 2 3
19.955 -2.669 12.464
1 2 3

1 2 3
1 2 3
1 2 3
19.845 -2.660 12.415
1 2 3

1 2 3
1 2 3
1 2 3
19.745 -2.652 12.367
1 2 3

1 2 3
1 2 3
1 2 3
19.658 -2.643 12.318
1 2 3

1 2 3
1 2 3
1 2 3
19.567 -2.633 12.279
1 2 3

1 2 3
1 2 3
1 2 3
19.481 -2.623 12.240
1 2 3

1 2 3
1 2 3
1 2 3
19.411 -2.614 12.199
1 2 3

1 2 3
1 2 3
1 2 3
19.351 -2.605 12.150
1 2 3

1 2 3
1 2 3
1 2 3
19.265 -2.597 12.105
1 2 3

1 2 3
1 2 3
1 2 3
19.188 -2.587 12.066
1 2 3

1 2 3
1 2 3
1 2 3
19.112 -2.578 12.026
1 2 3

1 2 3
1 2 3
1 2 3
19.035 -2.568 11.988
1 2 3

1 2 3
1 2 3
1 2 3
18.962 -2.560 11.943
1 2 3

1 2 3
1 2 3
1 2 3
18.889 -2.550 11.896
1 2 3

1 2 3
1 2 3
1 2 3
18.817 -2.541 11.849
1 2 3

1 2 3
1 2 3
1 2 3
18.748 -2.533 11.805
1 2 3

1 2 3
1 2 3
1 2 3
18.675 -2.524 11.769
1 2 3

1 2 3
1 2 3
1 2 3
18.597 -2.514 11.733
1 2 3

1 2 3
1 2 3
1 2 3
18.532 -2.506 11.689
1 2 3

1 2 3
1 2 3
1 2 3
18.470 -2.498 11.647
1 2 3

1 2 3
1 2 3
1 2 3
18.409 -2.489 11.606
1 2 3

1 2 3
1 2 3
1 2 3
18.344 -2.480 11.563
1 2 3

1 2 3
1 2 3
1 2 3
18.280 -2.471 11.522
1 2 3

1 2 3
1 2 3
1 2 3
18.219 -2.462 11.481
1 2 3

1 2 3
1 2 3
1 2 3
18.159 -2.453 11.440
1 2 3

1 2 3
1 2 3
1 2 3
18.102 -2.443 11.400
1 2 3

1 2 3
1 2 3
1 2 3
18.059 -2.435 11.368
1 2 3

1 2 3
1 2 3
1 2 3
18.001 -2.427 11.331
1 2 3

1 2 3
1 2 3
1 2 3
17.949 -2.418 11.299
1 2 3

1 2 3
1 2 3
1 2 3
17.895 -2.409 11.262
1 2 3

1 2 3
1 2 3
1 2 3
17.844 -2.400 11.232
1 2 3

1 2 3
1 2 3
1 2 3
17.789 -2.391 11.195
1 2 3

1 2 3
1 2 3
1 2 3
17.737 -2.383 11.159
1 2 3

1 2 3
1 2 3
1 2 3
17.685 -2.374 11.123
1 2 3

1 2 3
1 2 3
1 2 3
17.648 -2.366 11.088
1 2 3

1 2 3
1 2 3
1 2 3
17.597 -2.358 11.054
1 2 3

1 2 3
1 2 3
1 2 3
17.546 -2.350 11.021
1 2 3

1 2 3
1 2 3
1 2 3
17.493 -2.341 10.993
1 2 3

1 2 3
1 2 3
1 2 3
17.444 -2.332 10.964
1 2 3

1 2 3
1 2 3
1 2 3
17.400 -2.323 10.937
1 2 3

1 2 3
1 2 3
1 2 3
17.361 -2.315 10.903
1 2 3

1 2 3
1 2 3
1 2 3
17.318 -2.306 10.870
1 2 3

1 2 3
1 2 3
1 2 3
17.276 -2.298 10.837
1 2 3

1 2 3
1 2 3
1 2 3
17.235 -2.290 10.805
1 2 3

1 2 3
1 2 3
1 2 3
17.195 -2.282 10.773
1 2 3

1 2 3
1 2 3
1 2 3
17.153 -2.274 10.741
1 2 3

1 2 3
1 2 3
1 2 3
17.112 -2.266 10.710
1 2 3

1 2 3
1 2 3
1 2 3
17.072 -2.257 10.683
1 2 3

1 2 3
1 2 3
1 2 3
17.033 -2.249 10.651
1 2 3

1 2 3
1 2 3
1 2 3
16.995 -2.240 10.620
1 2 3

1 2 3
1 2 3
1 2 3
16.956 -2.232 10.588
1 2 3

1 2 3
1 2 3
1 2 3
16.918 -2.224 10.563
1 2 3

1 2 3
1 2 3
1 2 3
16.881 -2.216 10.532
1 2 3

1 2 3
1 2 3
1 2 3
16.847 -2.208 10.502
1 2 3

1 2 3
1 2 3
1 2 3
16.810 -2.199 10.477
1 2 3

1 2 3
1 2 3
1 2 3
16.778 -2.192 10.448
1 2 3

1 2 3
1 2 3
1 2 3
16.741 -2.183 10.423
1 2 3

1 2 3
1 2 3
1 2 3
16.704 -2.175 10.393
1 2 3

1 2 3
1 2 3
1 2 3
16.672 -2.167 10.363
1 2 3

1 2 3
1 2 3
1 2 3
16.633 -2.159 10.338
1 2 3

1 2 3
1 2 3
1 2 3
16.598 -2.152 10.310
1 2 3

1 2 3
1 2 3
1 2 3
16.569 -2.144 10.282
1 2 3

1 2 3
1 2 3
1 2 3
16.533 -2.137 10.255
1 2 3

1 2 3
1 2 3
1 2 3
16.499 -2.130 10.228
1 2 3

1 2 3
1 2 3
1 2 3
16.469 -2.122 10.205
1 2 3

1 2 3
1 2 3
1 2 3
16.435 -2.114 10.182
1 2 3

1 2 3
1 2 3
1 2 3
16.402 -2.107 10.156
1 2 3

1 2 3
1 2 3
1 2 3
16.368 -2.100 10.130
1 2 3

1 2 3
1 2 3
1 2 3
16.336 -2.093 10.104
1 2 3

1 2 3
1 2 3
1 2 3
16.305 -2.086 10.078
1 2 3

1 2 3
1 2 3
1 2 3
16.272 -2.078 10.051
1 2 3

1 2 3
1 2 3
1 2 3
16.239 -2.070 10.025
1 2 3

1 2 3
1 2 3
1 2 3
16.207 -2.062 9.999
1 2 3

1 2 3
1 2 3
1 2 3
16.175 -2.055 9.974
1 2 3

1 2 3
1 2 3
1 2 3
16.144 -2.048 9.949
1 2 3

1 2 3
1 2 3
1 2 3
16.117 -2.040 9.924
1 2 3

1 2 3
1 2 3
1 2 3
16.086 -2.033 9.899
1 2 3

1 2 3
1 2 3
1 2 3
16.056 -2.025 9.874
1 2 3

1 2 3
1 2 3
1 2 3
16.029 -2.018 9.850
1 2 3

1 2 3
1 2 3
1 2 3
15.999 -2.010 9.825
1 2 3

1 2 3
1 2 3
1 2 3
15.970 -2.003 9.805
1 2 3

1 2 3
1 2 3
1 2 3
15.940 -1.996 9.781
1 2 3

1 2 3
1 2 3
1 2 3
15.911 -1.989 9.758
1 2 3

1 2 3
1 2 3
1 2 3
15.882 -1.982 9.734
1 2 3

1 2 3
1 2 3
1 2 3
15.857 -1.975 9.714
1 2 3

1 2 3
1 2 3
1 2 3
15.828 -1.967 9.690
1 2 3

1 2 3
1 2 3
1 2 3
15.800 -1.961 9.667
1 2 3

1 2 3
1 2 3
1 2 3
15.772 -1.953 9.644
1 2 3

1 2 3
1 2 3
1 2 3
15.744 -1.946 9.625
1 2 3

1 2 3
1 2 3
1 2 3
15.716 -1.939 9.604
1 2 3

1 2 3
1 2 3
1 2 3
15.691 -1.932 9.585
1 2 3

1 2 3
1 2 3
1 2 3
15.664 -1.925 9.562
1 2 3

1 2 3
1 2 3
1 2 3
15.637 -1.918 9.543
1 2 3

1 2 3
1 2 3
1 2 3
15.610 -1.911 9.520
1 2 3

1 2 3
1 2 3
1 2 3
15.584 -1.905 9.498
1 2 3

1 2 3
1 2 3
1 2 3
15.558 -1.898 9.476
1 2 3

1 2 3
1 2 3
1 2 3
15.532 -1.891 9.454
1 2 3

1 2 3
1 2 3
1 2 3
15.505 -1.884 9.434
1 2 3

1 2 3
1 2 3
1 2 3
15.479 -1.877 9.412
1 2 3

1 2 3
1 2 3
1 2 3
15.453 -1.871 9.390
1 2 3

1 2 3
1 2 3
1 2 3
15.427 -1.864 9.369
1 2 3

1 2 3
1 2 3
1 2 3
15.402 -1.857 9.347
1 2 3

1 2 3
1 2 3
1 2 3
15.376 -1.850 9.329
1 2 3

1 2 3
1 2 3
1 2 3
15.351 -1.844 9.311
1 2 3

1 2 3
1 2 3
1 2 3
15.328 -1.837 9.290
1 2 3

1 2 3
1 2 3
1 2 3
15.304 -1.831 9.269
1 2 3

1 2 3
1 2 3
1 2 3
15.279 -1.824 9.248
1 2 3

1 2 3
1 2 3
1 2 3
15.256 -1.817 9.227
1 2 3

1 2 3
1 2 3
1 2 3
15.235 -1.810 9.207
1 2 3

1 2 3
1 2 3
1 2 3
15.212 -1.803 9.186
1 2 3

1 2 3
1 2 3
1 2 3
15.189 -1.796 9.166
1 2 3

1 2 3
1 2 3
1 2 3
15.166 -1.789 9.145
1 2 3

1 2 3
1 2 3
1 2 3
15.144 -1.782 9.125
1 2 3

1 2 3
1 2 3
1 2 3
15.121 -1.776 9.106
1 2 3

1 2 3
1 2 3
1 2 3
15.099 -1.770 9.086
1 2 3

1 2 3
1 2 3
1 2 3
15.079 -1.763 9.066
1 2 3

1 2 3
1 2 3
1 2 3
15.056 -1.756 9.046
1 2 3

1 2 3
1 2 3
1 2 3
15.034 -1.750 9.026
1 2 3

1 2 3
1 2 3
1 2 3
15.012 -1.743 9.005
1 2 3

1 2 3
1 2 3
1 2 3
14.991 -1.737 8.985
1 2 3

1 2 3
1 2 3
1 2 3
14.969 -1.730 8.969
1 2 3

1 2 3
1 2 3
1 2 3
14.948 -1.724 8.949
1 2 3

1 2 3
1 2 3
1 2 3
14.929 -1.718 8.932
1 2 3

1 2 3
1 2 3
1 2 3
14.906 -1.711 8.915
1 2 3

1 2 3
1 2 3
1 2 3
14.884 -1.705 8.897
1 2 3

1 2 3
1 2 3
1 2 3
14.862 -1.700 8.878
1 2 3

1 2 3
1 2 3
1 2 3
14.840 -1.694 8.860
1 2 3

1 2 3
1 2 3
1 2 3
14.816 -1.689 8.843
1 2 3

1 2 3
1 2 3
1 2 3
14.795 -1.684 8.825
1 2 3

1 2 3
1 2 3
1 2 3
14.775 -1.678 8.810
1 2 3

1 2 3
1 2 3
1 2 3
14.753 -1.673 8.794
1 2 3

1 2 3
1 2 3
1 2 3
14.730 -1.668 8.777
1 2 3

1 2 3
1 2 3
1 2 3
14.709 -1.663 8.759
1 2 3

1 2 3
1 2 3
1 2 3
14.687 -1.658 8.741
1 2 3

1 2 3
1 2 3
1 2 3
14.667 -1.653 8.723
1 2 3

1 2 3
1 2 3
1 2 3
14.648 -1.649 8.706
1 2 3

1 2 3
1 2 3
1 2 3
14.628 -1.644 8.688
1 2 3

1 2 3
1 2 3
1 2 3
14.609 -1.639 8.670
1 2 3

1 2 3
1 2 3
1 2 3
14.589 -1.635 8.655
1 2 3

1 2 3
1 2 3
1 2 3
14.572 -1.630 8.637
1 2 3

1 2 3
1 2 3
1 2 3
14.554 -1.626 8.619
1 2 3

1 2 3
1 2 3
1 2 3
14.536 -1.622 8.603
1 2 3

1 2 3
1 2 3
1 2 3
14.519 -1.618 8.588
1 2 3

1 2 3
1 2 3
1 2 3
14.499 -1.615 8.571
1 2 3

1 2 3
1 2 3
1 2 3
14.477 -1.611 8.554
1 2 3

1 2 3
1 2 3
1 2 3
14.455 -1.607 8.539
1 2 3

1 2 3
1 2 3
1 2 3
14.433 -1.604 8.524
1 2 3

1 2 3
1 2 3
1 2 3
14.414 -1.600 8.506
1 2 3

1 2 3
1 2 3
1 2 3
14.396 -1.597 8.489
1 2 3

1 2 3
1 2 3
1 2 3
14.378 -1.595 8.472
1 2 3

1 2 3
1 2 3
1 2 3
14.357 -1.592 8.455
1 2 3

1 2 3
1 2 3
1 2 3
14.337 -1.590 8.439
1 2 3

1 2 3
1 2 3
1 2 3
14.319 -1.588 8.421
1 2 3

1 2 3
1 2 3
1 2 3
14.300 -1.587 8.404
1 2 3

1 2 3
1 2 3
1 2 3
14.280 -1.585 8.385
1 2 3

1 2 3
1 2 3
1 2 3
14.261 -1.585 8.371
1 2 3

1 2 3
1 2 3
1 2 3
14.239 -1.584 8.353
1 2 3

1 2 3
1 2 3
1 2 3
14.220 -1.585 8.336
1 2 3

1 2 3
1 2 3
1 2 3
14.201 -1.586 8.317
1 2 3

1 2 3
1 2 3
1 2 3
14.185 -1.587 8.298
1 2 3

1 2 3
1 2 3
1 2 3
14.169 -1.589 8.279
1 2 3

1 2 3
1 2 3
1 2 3
14.153 -1.591 8.260
1 2 3

1 2 3
1 2 3
1 2 3
14.136 -1.594 8.240
1 2 3

1 2 3
1 2 3
1 2 3
14.119 -1.598 8.221
1 2 3

1 2 3
1 2 3
1 2 3
14.104 -1.603 8.201
1 2 3

1 2 3
1 2 3
1 2 3
14.086 -1.611 8.179
1 2 3

1 2 3
1 2 3
1 2 3
14.069 -1.618 8.157
1 2 3

1 2 3
1 2 3
1 2 3
14.054 -1.628 8.134
1 2 3

1 2 3
1 2 3
1 2 3
14.036 -1.642 8.113
1 2 3

1 2 3
1 2 3
1 2 3
14.013 -1.661 8.092
1 2 3

1 2 3
1 2 3
1 2 3
13.994 -1.680 8.068
1 2 3

1 2 3
1 2 3
1 2 3
13.976 -1.705 8.042
1 2 3

1 2 3
1 2 3
1 2 3
13.954 -1.737 8.014
1 2 3

1 2 3
1 2 3
1 2 3
13.930 -1.776 7.984
1 2 3

1 2 3
1 2 3
1 2 3
13.907 -1.823 7.952
1 2 3

1 2 3
1 2 3
1 2 3
13.882 -1.881 7.924
1 2 3

1 2 3
1 2 3
1 2 3
13.861 -1.949 7.893
1 2 3

1 2 3
1 2 3
1 2 3
13.832 -2.035 7.854
1 2 3

1 2 3
1 2 3
1 2 3
13.809 -2.125 7.813
1 2 3

1 2 3
1 2 3
1 2 3
13.785 -2.230 7.770
1 2 3

1 2 3
1 2 3
1 2 3
13.759 -2.355 7.723
1 2 3

1 2 3
1 2 3
1 2 3
13.737 -2.488 7.675
1 2 3

1 2 3
1 2 3
1 2 3
13.711 -2.599 7.628
1 2 3

1 2 3
1 2 3
1 2 3
13.689 -2.718 7.580
1 2 3

1 2 3
1 2 3
1 2 3
13.669 -2.895 7.541
1 2 3

1 2 3
1 2 3
1 2 3
13.650 -3.087 7.485
1 2 3

1 2 3
1 2 3
1 2 3
13.625 -3.309 7.423
1 2 3

1 2 3
1 2 3
1 2 3
13.603 -3.560 7.379
1 2 3

1 2 3
1 2 3
1 2 3
13.582 -3.827 7.311
1 2 3

1 2 3
1 2 3
1 2 3
13.563 -4.101 7.241
1 2 3

1 2 3
1 2 3
1 2 3
13.543 -4.403 7.168
1 2 3

1 2 3
1 2 3
1 2 3
13.523 -4.705 7.097
1 2 3

1 2 3
1 2 3
1 2 3
13.502 -5.028 7.023
1 2 3

1 2 3
1 2 3
1 2 3
13.483 -5.365 6.943
1 2 3

1 2 3
1 2 3
1 2 3
13.463 -5.708 6.865
1 2 3

1 2 3
1 2 3
1 2 3
13.434 -6.119 6.785
1 2 3

1 2 3
1 2 3
1 2 3
13.410 -6.511 6.728
1 2 3

1 2 3
1 2 3
1 2 3
13.387 -6.873 6.652
1 2 3

1 2 3
1 2 3
1 2 3
13.364 -7.240 6.575
1 2 3

1 2 3
1 2 3
1 2 3
13.342 -7.560 6.516
1 2 3

1 2 3
1 2 3
1 2 3
13.314 -7.896 6.446
1 2 3

1 2 3
1 2 3
1 2 3
13.281 -8.264 6.374
1 2 3

1 2 3
1 2 3
1 2 3
13.254 -8.609 6.304
1 2 3

1 2 3
1 2 3
1 2 3
13.233 -8.893 6.254
1 2 3

1 2 3
1 2 3
1 2 3
13.211 -9.175 6.206
1 2 3

1 2 3
1 2 3
1 2 3
13.190 -9.438 6.143
1 2 3

1 2 3
1 2 3
1 2 3
13.169 -9.691 6.093
1 2 3

1 2 3
1 2 3
1 2 3
13.144 -9.954 6.031
1 2 3

1 2 3
1 2 3
1 2 3
13.118 -10.201 5.970
1 2 3

1 2 3
1 2 3
1 2 3
13.092 -10.455 5.925
1 2 3

1 2 3
1 2 3
1 2 3
13.071 -10.603 5.876
1 2 3

1 2 3
1 2 3
1 2 3
13.049 -10.744 5.828
1 2 3

1 2 3
1 2 3
1 2 3
13.027 -10.883 5.780
1 2 3

1 2 3
1 2 3
1 2 3
13.003 -11.017 5.733
1 2 3

1 2 3
1 2 3
1 2 3
12.976 -11.215 5.678
1 2 3

1 2 3
1 2 3
1 2 3
12.946 -11.349 5.632
1 2 3

1 2 3
1 2 3
1 2 3
12.924 -11.536 5.579
1 2 3

1 2 3
1 2 3
1 2 3
12.908 -11.701 5.527
1 2 3

1 2 3
1 2 3
1 2 3
12.891 -11.865 5.477
1 2 3

1 2 3
1 2 3
1 2 3
12.873 -12.019 5.441
1 2 3

1 2 3
1 2 3
1 2 3
12.853 -12.177 5.394
1 2 3

1 2 3
1 2 3
1 2 3
12.833 -12.281 5.354
1 2 3

1 2 3
1 2 3
1 2 3
12.812 -12.390 5.315
1 2 3

1 2 3
1 2 3
1 2 3
12.791 -12.494 5.277
1 2 3

1 2 3
1 2 3
1 2 3
12.772 -12.602 5.239
1 2 3

1 2 3
1 2 3
1 2 3
12.757 -12.726 5.201
1 2 3

1 2 3
1 2 3
1 2 3
12.741 -12.852 5.162
1 2 3

1 2 3
1 2 3
1 2 3
12.724 -12.973 5.122
1 2 3

1 2 3
1 2 3
1 2 3
12.706 -13.092 5.092
1 2 3

1 2 3
1 2 3
1 2 3
12.687 -13.210 5.060
1 2 3

1 2 3
1 2 3
1 2 3
12.669 -13.321 5.020
1 2 3

1 2 3
1 2 3
1 2 3
12.649 -13.434 4.981
1 2 3

1 2 3
1 2 3
1 2 3
12.631 -13.543 4.950
1 2 3

1 2 3
1 2 3
1 2 3
12.610 -13.651 4.911
1 2 3

1 2 3
1 2 3
1 2 3
12.591 -13.729 4.877
1 2 3

1 2 3
1 2 3
1 2 3
12.573 -13.832 4.847
1 2 3

1 2 3
1 2 3
1 2 3
12.557 -13.929 4.810
1 2 3

1 2 3
1 2 3
1 2 3
12.541 -14.024 4.773
1 2 3

1 2 3
1 2 3
1 2 3
12.522 -14.122 4.737
1 2 3

1 2 3
1 2 3
1 2 3
12.504 -14.217 4.701
1 2 3

1 2 3
1 2 3
1 2 3
12.487 -14.311 4.665
1 2 3

1 2 3
1 2 3
1 2 3
12.470 -14.406 4.637
1 2 3

1 2 3
1 2 3
1 2 3
12.456 -14.495 4.610
1 2 3

1 2 3
1 2 3
1 2 3
12.442 -14.555 4.582
1 2 3

1 2 3
1 2 3
1 2 3
